"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"1","1","1",11,8,11,9,12,30,11,6,8,12,32,8,8,10,6,6,100,91,191,17,62,8.90052356020942,32.4607329842932,47.6439790575916,52.3560209424084
"2","1","2",16,8,15,9,13,21,13,6,8,16,20,10,10,9,6,5,103,85,188,21,41,11.1702127659574,21.8085106382979,45.2127659574468,54.7872340425532
"3","1","3",6,9,12,6,14,15,7,7,9,9,17,8,4,10,7,11,78,76,154,17,32,11.038961038961,20.7792207792208,49.3506493506493,50.6493506493507
"4","1","4",19,11,15,7,12,22,12,6,11,11,19,11,10,9,7,2,105,82,187,21,41,11.2299465240642,21.9251336898396,43.8502673796791,56.1497326203209
"5","1","5",21,9,10,7,9,18,10,2,9,8,17,5,7,4,2,2,87,56,143,23,35,16.0839160839161,24.4755244755245,39.1608391608392,60.8391608391608
"6","1","6",6,9,9,6,7,27,10,3,8,6,26,7,7,6,3,1,79,65,144,7,53,4.86111111111111,36.8055555555556,45.1388888888889,54.8611111111111
"7","10","1",2,9,9,4,6,22,13,4,9,4,18,13,7,9,3,2,69,68,137,4,40,2.91970802919708,29.1970802919708,49.6350364963504,50.3649635036496
"8","10","2",2,5,7,2,5,14,5,4,5,4,13,7,4,5,4,6,46,49,95,8,27,8.42105263157895,28.4210526315789,51.5789473684211,48.4210526315789
"9","10","3",13,8,9,6,14,16,5,3,8,7,21,3,1,7,3,1,75,53,128,14,37,10.9375,28.90625,41.40625,58.59375
"10","10","4",11,8,8,5,6,3,8,4,7,5,2,7,6,6,4,6,55,44,99,17,5,17.1717171717172,5.05050505050505,44.4444444444444,55.5555555555556
"11","10","5",10,5,6,3,4,8,5,5,4,4,7,7,4,6,5,5,48,43,91,15,15,16.4835164835165,16.4835164835165,47.2527472527473,52.7472527472527
"12","10","6",5,3,5,5,6,2,6,1,3,6,3,3,3,4,1,0,34,25,59,5,5,8.47457627118644,8.47457627118644,42.3728813559322,57.6271186440678
"13","100","1",12,9,8,9,8,12,9,11,9,8,12,11,9,11,11,8,79,81,160,20,24,12.5,15,50.625,49.375
"14","100","2",2,2,4,5,6,15,6,8,3,7,17,8,4,10,8,7,51,64,115,9,32,7.82608695652174,27.8260869565217,55.6521739130435,44.3478260869565
"15","100","3",2,2,5,5,3,13,9,5,2,8,11,9,6,7,4,10,44,60,104,12,24,11.5384615384615,23.0769230769231,57.6923076923077,42.3076923076923
"16","100","4",2,5,6,3,7,21,8,2,5,4,23,6,2,8,2,3,56,54,110,5,44,4.54545454545455,40,49.0909090909091,50.9090909090909
"17","100","5",0,1,5,0,3,49,1,2,1,4,47,3,1,2,2,1,62,63,125,1,96,0.8,76.8,50.4,49.6
"18","100","6",4,8,12,2,13,14,6,1,8,6,14,5,1,6,1,0,61,43,104,4,28,3.84615384615385,26.9230769230769,41.3461538461538,58.6538461538462
