"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"1","1","1",16,8,8,7,9,3,6,2,8,7,5,1,6,3,2,2,61,35,96,18,8,18.75,8.33333333333333,36.4583333333333,63.5416666666667
"2","1","2",18,9,6,4,6,3,5,0,8,1,3,1,3,2,0,0,52,20,72,18,6,25,8.33333333333333,27.7777777777778,72.2222222222222
"3","1","3",19,8,10,2,11,3,0,1,7,4,4,0,0,1,1,2,55,21,76,21,7,27.6315789473684,9.21052631578947,27.6315789473684,72.3684210526316
"4","1","4",28,3,3,0,3,2,0,0,3,0,2,0,0,0,0,0,41,6,47,28,4,59.5744680851064,8.51063829787234,12.7659574468085,87.2340425531915
"5","1","5",36,5,6,1,5,2,2,0,6,2,1,1,3,0,1,0,60,14,74,36,3,48.6486486486486,4.05405405405405,18.9189189189189,81.0810810810811
"6","1","6",11,2,3,0,3,0,0,0,2,1,0,0,0,0,0,0,21,4,25,11,0,44,0,16,84
"7","10","1",8,6,4,6,5,3,5,9,6,4,4,8,5,10,9,8,47,56,103,16,7,15.5339805825243,6.79611650485437,54.3689320388349,45.6310679611651
"8","10","2",3,6,5,6,6,17,8,2,5,5,18,4,5,5,2,1,55,46,101,4,35,3.96039603960396,34.6534653465347,45.5445544554455,54.4554455445545
"9","10","3",3,3,4,5,4,9,5,6,3,6,9,6,5,6,6,7,40,50,90,10,18,11.1111111111111,20,55.5555555555556,44.4444444444444
"10","10","4",2,1,4,2,4,45,5,1,2,5,45,4,3,3,1,1,67,64,131,3,90,2.29007633587786,68.7022900763359,48.8549618320611,51.1450381679389
"11","10","5",6,5,5,0,4,7,3,2,6,0,5,5,2,3,2,1,35,24,59,7,12,11.864406779661,20.3389830508475,40.6779661016949,59.3220338983051
"12","10","6",0,3,5,1,5,4,2,3,3,2,4,4,0,5,3,3,24,26,50,3,8,6,16,52,48
"13","100","1",6,3,4,4,3,3,1,6,3,5,2,3,6,2,7,27,32,56,88,33,5,37.5,5.68181818181818,63.6363636363636,36.3636363636364
"14","100","2",6,4,7,0,7,8,0,1,3,3,8,1,0,1,1,3,35,21,56,9,16,16.0714285714286,28.5714285714286,37.5,62.5
"15","100","3",2,5,5,3,6,2,3,4,5,4,3,4,3,4,4,0,32,28,60,2,5,3.33333333333333,8.33333333333333,46.6666666666667,53.3333333333333
"16","100","4",2,6,7,3,6,6,5,2,6,4,5,5,4,3,2,3,38,34,72,5,11,6.94444444444444,15.2777777777778,47.2222222222222,52.7777777777778
"17","100","5",0,0,1,0,1,11,2,0,0,1,11,2,0,2,0,0,16,18,34,0,22,0,64.7058823529412,52.9411764705882,47.0588235294118
"18","100","6",0,0,1,1,2,11,2,0,0,2,12,1,0,2,0,0,19,18,37,0,23,0,62.1621621621622,48.6486486486486,51.3513513513514
"19","101","1",15,9,14,2,10,10,3,4,9,7,6,5,7,1,5,8,69,49,118,23,16,19.4915254237288,13.5593220338983,41.5254237288136,58.4745762711864
"20","101","2",1,2,5,3,4,10,3,5,2,6,9,5,4,5,5,3,34,41,75,4,19,5.33333333333333,25.3333333333333,54.6666666666667,45.3333333333333
"21","101","3",4,4,3,3,2,15,6,1,4,2,15,4,4,4,2,1,40,37,77,5,30,6.49350649350649,38.961038961039,48.0519480519481,51.9480519480519
"22","101","4",2,2,6,1,6,16,3,0,2,5,16,2,1,2,0,0,37,30,67,2,32,2.98507462686567,47.7611940298507,44.7761194029851,55.2238805970149
"23","101","5",2,2,7,1,6,6,3,3,2,6,4,5,2,3,2,1,30,28,58,3,10,5.17241379310345,17.2413793103448,48.2758620689655,51.7241379310345
"24","101","6",1,1,2,1,1,6,1,1,1,2,5,1,2,1,2,2,15,18,33,3,11,9.09090909090909,33.3333333333333,54.5454545454545,45.4545454545455
"25","102","1",2,4,7,9,6,5,10,9,4,12,4,10,10,9,9,8,54,67,121,10,9,8.26446280991735,7.43801652892562,55.3719008264463,44.6280991735537
"26","102","2",3,5,4,5,6,9,4,10,6,4,11,9,4,11,11,16,49,72,121,19,20,15.702479338843,16.5289256198347,59.504132231405,40.495867768595
