"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"1","1","1",0,1,1,0,2,1,0,0,2,0,1,0,0,0,0,0,8,3,11,0,2,0,18.1818181818182,27.2727272727273,72.7272727272727
"2","1","2",0,0,1,1,1,4,1,1,0,2,3,2,1,1,1,2,10,14,24,2,7,8.33333333333333,29.1666666666667,58.3333333333333,41.6666666666667
"3","1","3",6,2,1,1,1,4,1,0,3,0,4,0,1,0,0,0,19,8,27,6,8,22.2222222222222,29.6296296296296,29.6296296296296,70.3703703703704
"4","1","4",10,2,4,1,4,1,0,1,1,3,1,0,0,0,1,1,24,9,33,11,2,33.3333333333333,6.06060606060606,27.2727272727273,72.7272727272727
"5","1","5",9,2,1,1,1,1,1,0,2,0,1,0,1,0,0,0,19,4,23,9,2,39.1304347826087,8.69565217391304,17.3913043478261,82.6086956521739
"6","1","6",7,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,14,3,17,7,0,41.1764705882353,0,17.6470588235294,82.3529411764706
"7","10","1",5,9,14,3,11,5,3,3,8,8,2,3,5,1,3,4,54,36,90,9,7,10,7.77777777777778,40,60
"8","10","2",8,5,6,2,7,8,1,2,5,2,10,1,0,3,2,1,41,25,66,9,18,13.6363636363636,27.2727272727273,37.8787878787879,62.1212121212121
"9","10","3",2,2,3,1,3,18,2,1,2,2,17,2,1,2,1,5,33,34,67,7,35,10.4477611940299,52.2388059701493,50.7462686567164,49.2537313432836
"10","10","4",7,5,6,1,5,10,2,1,6,2,8,2,3,0,1,0,40,22,62,7,18,11.2903225806452,29.0322580645161,35.4838709677419,64.5161290322581
"11","10","5",2,2,2,1,2,9,1,1,2,1,9,1,1,1,1,2,22,19,41,4,18,9.75609756097561,43.9024390243902,46.3414634146341,53.6585365853659
