"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"1","1","1",4,5,6,6,9,51,9,5,5,7,55,8,3,11,5,3,97,98,195,7,106,3.58974358974359,54.3589743589744,50.2564102564103,49.7435897435897
"2","1","2",3,7,10,7,14,27,8,5,7,10,31,7,3,10,5,3,82,78,160,6,58,3.75,36.25,48.75,51.25
"3","1","3",11,7,7,7,7,14,7,10,7,7,14,11,7,10,10,53,71,121,192,64,28,33.3333333333333,14.5833333333333,63.0208333333333,36.9791666666667
"4","1","4",0,2,4,4,1,8,4,12,2,6,5,12,7,9,12,83,35,139,174,83,13,47.7011494252874,7.47126436781609,79.8850574712644,20.1149425287356
"5","1","5",0,1,3,0,2,10,2,12,1,3,9,14,2,13,13,49,32,105,137,49,19,35.7664233576642,13.8686131386861,76.6423357664234,23.3576642335766
"6","1","6",15,10,6,11,6,9,13,4,9,7,9,6,10,7,4,5,75,59,134,20,18,14.9253731343284,13.4328358208955,44.0298507462687,55.9701492537313
"7","10","1",6,6,15,5,9,32,11,6,6,14,26,13,11,7,6,2,91,87,178,8,58,4.49438202247191,32.5842696629214,48.876404494382,51.123595505618
"8","10","2",2,6,11,3,10,28,4,6,6,8,28,7,3,7,6,8,72,74,146,10,56,6.84931506849315,38.3561643835616,50.6849315068493,49.3150684931507
"9","10","3",4,2,6,0,4,31,2,1,2,3,29,3,1,2,1,1,51,44,95,5,60,5.26315789473684,63.1578947368421,46.3157894736842,53.6842105263158
"10","10","4",1,1,4,2,2,27,5,1,1,5,25,4,4,2,1,1,45,44,89,2,52,2.24719101123596,58.4269662921348,49.438202247191,50.561797752809
"11","10","5",0,1,2,2,2,25,4,1,1,3,24,3,2,3,1,0,38,39,77,0,49,0,63.6363636363636,50.6493506493507,49.3506493506493
"12","10","6",0,0,2,2,3,29,2,1,0,4,30,1,1,2,1,0,41,40,81,0,59,0,72.8395061728395,49.3827160493827,50.6172839506173
"13","100","1",10,7,7,4,6,16,7,7,7,4,15,10,4,10,7,7,65,66,131,17,31,12.9770992366412,23.6641221374046,50.381679389313,49.618320610687
"14","100","2",3,4,5,4,6,19,4,4,4,5,20,4,4,5,4,6,51,53,104,9,39,8.65384615384615,37.5,50.9615384615385,49.0384615384615
"15","100","3",0,1,1,2,3,19,5,0,1,2,21,3,0,5,0,0,32,34,66,0,40,0,60.6060606060606,51.5151515151515,48.4848484848485
"16","100","4",0,0,2,3,4,7,5,4,0,5,8,6,1,7,3,5,25,38,63,5,15,7.93650793650794,23.8095238095238,60.3174603174603,39.6825396825397
"17","100","5",0,0,1,2,1,32,6,1,0,3,32,5,2,6,2,3,44,55,99,3,64,3.03030303030303,64.6464646464647,55.5555555555556,44.4444444444444
"18","100","6",0,0,0,0,0,16,1,1,0,0,15,2,0,2,1,0,19,22,41,0,31,0,75.609756097561,53.6585365853659,46.3414634146341
"19","101","1",0,2,2,5,2,20,9,18,2,6,20,22,6,21,18,28,60,124,184,28,40,15.2173913043478,21.7391304347826,67.3913043478261,32.6086956521739
"20","101","2",0,2,6,6,7,21,8,15,2,11,21,17,6,17,15,25,67,115,182,25,42,13.7362637362637,23.0769230769231,63.1868131868132,36.8131868131868
"21","101","3",0,1,9,4,9,24,14,5,1,12,25,15,4,16,6,5,68,85,153,5,49,3.26797385620915,32.0261437908497,55.5555555555556,44.4444444444444
"22","101","4",2,2,5,2,6,57,6,4,1,5,59,8,0,10,4,10,86,98,184,12,116,6.52173913043478,63.0434782608696,53.2608695652174,46.7391304347826
"23","101","5",1,1,2,5,5,41,3,3,1,6,44,1,2,3,3,1,62,63,125,2,85,1.6,68,50.4,49.6
"24","101","6",5,5,9,5,9,12,9,5,5,9,12,9,5,8,4,9,59,64,123,14,24,11.3821138211382,19.5121951219512,52.0325203252033,47.9674796747967
"25","102","1",1,2,8,8,8,54,13,5,2,13,55,10,7,11,5,8,101,112,213,9,109,4.22535211267606,51.1737089201878,52.5821596244131,47.4178403755869
"26","102","2",0,3,4,4,4,24,9,13,3,5,24,18,4,17,12,29,61,115,176,29,48,16.4772727272727,27.2727272727273,65.3409090909091,34.6590909090909
"27","102","3",6,5,6,1,4,22,3,2,4,2,20,4,2,2,1,2,49,40,89,8,42,8.98876404494382,47.1910112359551,44.9438202247191,55.0561797752809
"28","102","4",0,0,1,0,0,8,0,0,0,1,8,0,1,0,0,0,11,11,22,0,16,0,72.7272727272727,50,50
"29","102","5",0,0,0,1,1,11,3,8,0,1,12,10,0,10,8,12,25,55,80,12,23,15,28.75,68.75,31.25
"30","102","6",0,0,0,0,0,3,1,7,0,0,3,8,0,8,7,22,11,51,62,22,6,35.4838709677419,9.67741935483871,82.258064516129,17.741935483871
"31","103","1",0,2,17,3,19,19,8,3,2,18,21,8,2,9,3,2,73,66,139,2,40,1.43884892086331,28.7769784172662,47.4820143884892,52.5179856115108
"32","103","2",1,3,4,7,5,10,5,7,3,8,12,5,5,7,7,9,44,57,101,10,22,9.9009900990099,21.7821782178218,56.4356435643564,43.5643564356436
"33","103","3",5,5,7,1,6,16,5,8,5,3,14,12,2,11,8,14,54,71,125,19,30,15.2,24,56.8,43.2
"34","103","4",5,4,5,1,5,11,4,6,4,2,12,8,1,9,6,5,43,48,91,10,23,10.989010989011,25.2747252747253,52.7472527472527,47.2527472527473
"35","103","5",0,1,9,2,8,21,5,4,1,11,20,7,3,6,4,4,52,57,109,4,41,3.6697247706422,37.6146788990826,52.2935779816514,47.7064220183486
"36","103","6",28,5,3,3,5,6,4,6,5,2,8,7,2,9,6,6,62,46,108,34,14,31.4814814814815,12.962962962963,42.5925925925926,57.4074074074074
"37","104","1",1,2,7,3,8,31,10,5,2,8,33,12,2,13,5,4,69,80,149,5,64,3.35570469798658,42.9530201342282,53.6912751677852,46.3087248322148
"38","104","2",0,0,3,0,2,22,12,4,0,3,21,17,1,15,4,0,44,63,107,0,43,0,40.1869158878505,58.8785046728972,41.1214953271028
"39","104","3",0,0,1,0,1,10,12,9,0,1,10,20,0,21,9,9,34,72,106,9,20,8.49056603773585,18.8679245283019,67.9245283018868,32.0754716981132
"40","104","4",3,4,6,6,8,13,6,4,4,8,15,4,4,5,3,6,50,52,102,9,28,8.82352941176471,27.4509803921569,50.9803921568627,49.0196078431373
"41","104","5",2,3,4,5,7,21,7,4,4,6,24,5,3,8,4,7,56,61,117,9,45,7.69230769230769,38.4615384615385,52.1367521367521,47.8632478632479
"42","104","6",31,12,13,4,12,12,6,1,12,5,10,3,6,1,1,0,93,39,132,31,22,23.4848484848485,16.6666666666667,29.5454545454545,70.4545454545455
"43","11","1",6,8,7,9,7,18,14,10,8,8,18,15,8,16,10,11,80,96,176,17,36,9.65909090909091,20.4545454545455,54.5454545454545,45.4545454545455
"44","11","2",0,4,2,6,5,9,8,6,4,5,12,8,4,10,6,14,42,64,106,14,21,13.2075471698113,19.811320754717,60.377358490566,39.622641509434
"45","11","3",2,3,1,5,2,1,4,3,3,3,2,2,4,3,3,2,23,23,46,4,3,8.69565217391304,6.52173913043478,50,50
"46","11","4",0,2,3,0,3,1,1,2,2,1,1,2,1,2,2,3,14,15,29,3,2,10.3448275862069,6.89655172413793,51.7241379310345,48.2758620689655
"47","11","5",0,0,2,0,0,2,1,2,0,2,1,2,2,1,2,0,9,11,20,0,3,0,15,55,45
"48","11","6",1,2,2,3,0,1,2,2,1,3,0,1,4,0,2,0,15,12,27,1,1,3.7037037037037,3.7037037037037,44.4444444444444,55.5555555555556
"49","12","1",11,15,15,11,11,15,15,12,14,11,11,16,14,13,12,6,106,99,205,17,26,8.29268292682927,12.6829268292683,48.2926829268293,51.7073170731707
"50","12","2",9,10,11,7,8,19,11,6,10,9,16,10,11,7,6,4,83,74,157,13,35,8.28025477707006,22.2929936305732,47.1337579617834,52.8662420382166
"51","12","3",102,11,10,2,12,3,2,0,12,1,4,0,1,1,0,0,145,19,164,102,7,62.1951219512195,4.26829268292683,11.5853658536585,88.4146341463415
"52","12","4",52,7,7,1,6,3,2,0,8,0,2,1,2,0,0,0,81,13,94,52,5,55.3191489361702,5.31914893617021,13.8297872340426,86.1702127659574
"53","12","5",56,10,11,0,10,6,1,0,9,1,5,1,0,0,0,0,95,18,113,56,11,49.5575221238938,9.73451327433628,15.929203539823,84.070796460177
"54","12","6",15,7,8,1,6,7,2,2,7,2,5,3,3,0,1,0,48,24,72,15,12,20.8333333333333,16.6666666666667,33.3333333333333,66.6666666666667
"55","13","1",21,16,16,7,19,19,6,5,16,7,22,4,5,6,5,4,111,70,181,25,41,13.8121546961326,22.6519337016575,38.6740331491713,61.3259668508287
"56","13","2",15,10,10,8,13,18,7,3,10,8,21,3,4,6,3,2,85,59,144,17,39,11.8055555555556,27.0833333333333,40.9722222222222,59.0277777777778
"57","13","3",0,0,2,1,1,4,1,0,0,2,4,0,1,0,0,0,11,8,19,0,8,0,42.1052631578947,42.1052631578947,57.8947368421053
