"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"1","1","1",8,9,14,6,13,14,8,3,9,11,13,5,7,4,3,2,77,55,132,10,27,7.57575757575758,20.4545454545455,41.6666666666667,58.3333333333333
"2","1","2",12,9,9,3,9,13,4,6,9,3,13,7,2,7,6,5,66,54,120,17,26,14.1666666666667,21.6666666666667,45,55
"3","1","3",3,3,5,5,6,11,8,2,4,7,12,5,5,6,2,2,46,43,89,5,23,5.61797752808989,25.8426966292135,48.314606741573,51.685393258427
"4","1","4",2,4,8,1,6,18,4,2,4,5,17,4,3,3,2,5,47,44,91,7,35,7.69230769230769,38.4615384615385,48.3516483516484,51.6483516483516
"5","1","5",14,7,8,2,6,12,3,2,7,3,11,3,4,1,2,3,56,35,91,17,23,18.6813186813187,25.2747252747253,38.4615384615385,61.5384615384615
"6","1","6",27,8,8,2,8,7,4,0,8,2,7,2,2,2,0,0,67,23,90,27,14,30,15.5555555555556,25.5555555555556,74.4444444444444
"7","10","1",15,6,5,4,8,10,3,8,6,3,13,7,2,9,8,11,61,60,121,26,23,21.4876033057851,19.0082644628099,49.5867768595041,50.4132231404959
"8","10","2",0,3,5,8,8,3,7,7,3,10,7,6,5,10,7,11,43,60,103,11,10,10.6796116504854,9.70873786407767,58.252427184466,41.747572815534
"9","10","3",9,5,6,3,6,12,4,4,5,4,12,5,3,5,4,2,50,42,92,11,24,11.9565217391304,26.0869565217391,45.6521739130435,54.3478260869565
"10","10","4",3,5,8,3,8,26,6,1,5,5,26,4,2,5,1,1,61,51,112,4,52,3.57142857142857,46.4285714285714,45.5357142857143,54.4642857142857
"11","10","5",0,1,0,2,3,17,1,3,1,1,20,1,0,4,3,9,29,40,69,9,37,13.0434782608696,53.6231884057971,57.9710144927536,42.0289855072464
"12","10","6",0,0,0,2,1,1,0,6,0,2,2,4,1,4,6,27,11,48,59,27,3,45.7627118644068,5.08474576271186,81.3559322033898,18.6440677966102
"13","11","1",26,14,16,6,14,10,7,2,15,8,8,3,9,1,3,0,98,47,145,26,18,17.9310344827586,12.4137931034483,32.4137931034483,67.5862068965517
"14","11","2",50,11,11,3,10,5,4,1,11,3,4,2,4,1,1,1,98,27,125,51,9,40.8,7.2,21.6,78.4
"15","11","3",89,4,5,0,3,8,1,1,3,1,6,2,1,1,1,1,112,18,130,90,14,69.2307692307692,10.7692307692308,13.8461538461538,86.1538461538462
"16","11","4",38,7,8,0,8,1,1,1,7,1,1,2,0,2,1,0,67,14,81,38,2,46.9135802469136,2.46913580246914,17.2839506172839,82.7160493827161
"17","11","5",43,4,2,2,2,1,2,0,5,0,1,0,3,0,0,0,59,9,68,43,2,63.2352941176471,2.94117647058824,13.2352941176471,86.7647058823529
"18","11","6",59,6,7,0,7,2,0,0,6,1,2,0,0,0,0,0,84,9,93,59,4,63.4408602150538,4.3010752688172,9.67741935483871,90.3225806451613
"19","12","1",4,9,11,7,11,6,6,7,9,9,7,5,7,6,7,8,63,59,122,12,13,9.83606557377049,10.655737704918,48.3606557377049,51.6393442622951
"20","12","2",8,5,7,4,9,11,2,6,6,6,13,4,3,6,6,19,55,63,118,27,24,22.8813559322034,20.3389830508475,53.3898305084746,46.6101694915254
